"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"PPARGC1A",115.350366239192,-1.74315388181816,0.383130193345042,-4.54976901350163,5.37048357824615e-06,0.000722591064572878
"KRT6A",89.2264499684916,-2.11971757555183,0.466761212575349,-4.54133188114821,5.58999528629499e-06,0.000733429090281461
"ABAT",339.012705330072,-1.74727035250471,0.384609791226509,-4.5429689840519,5.5467415214113e-06,0.000733429090281461
"SERPINE2",397.165511887504,-1.01587246977795,0.224075002494218,-4.53362694843289,5.7979392577339e-06,0.000753397607009769
"LOXL1",436.251488094423,1.11827128297566,0.249040711254578,4.49031516711548,7.11178650475203e-06,0.000915320788811609
"CSF1",79.3231395601603,-1.85440891057956,0.413241518525087,-4.48746998413467,7.2073962515621e-06,0.000918875027769907
"PPP2R5B",450.510236942506,-0.959334253386879,0.213980671719332,-4.48327526817559,7.35060094832012e-06,0.000928374030052318
"PTPRN2",2876.56044793997,0.775559578471434,0.17318626704503,4.4781817386813,7.52814999219777e-06,0.000941994620320006
"MCM6",7005.51868560681,0.515122192124475,0.115542454252009,4.45829366754616,8.26146676143238e-06,0.00102427029187153
"CYP26B1",53.8066209205255,-2.17830290440361,0.489849703175558,-4.44688011502769,8.71264291146209e-06,0.00106074465140089
"CEBPG",1926.53223521592,-0.638964656098089,0.143634782070674,-4.44853709447405,8.64571194266256e-06,0.00106074465140089
"ARHGAP9",217.995548369658,-1.58275801190924,0.356680299266886,-4.43746967567991,9.10225401343659e-06,0.00109828447087127
"LINC-PINT",581.688686626352,-0.753284016130226,0.169971040577728,-4.4318374093012,9.34334629508549e-06,0.00111739806930783
"ATP2C2-AS1",49.0020337942679,-2.34717323990348,0.529887044465531,-4.42957280125796,9.44199361023345e-06,0.00111929036533943
"CRYBG2",623.951316845338,-1.01977382172384,0.230569243244919,-4.42285279411963,9.74061112454469e-06,0.00114464885858345
"HPDL",356.465512807017,0.978262506316074,0.221385887853708,4.41881149607202,9.92451612751791e-06,0.0011463240251904
"SEC24D",924.602521931204,-1.4064416221067,0.318182608146046,-4.42023412373672,9.85940239550616e-06,0.0011463240251904
"KAZALD1",1031.25681886139,0.73064564439406,0.165594530541972,4.41225710778455,1.02298529556169e-05,0.00116173304909418
"FICD",231.838956282041,-1.09145540176404,0.247339855034647,-4.41277610359702,1.02053520874926e-05,0.00116173304909418
"FAHD2A",908.776773366039,-0.79712957417622,0.181053161968093,-4.40273765733346,1.06893393401868e-05,0.00119384902349822
"CDCA7",1527.58715046874,0.591354735085289,0.134267163514407,4.40431390376275,1.06119191344767e-05,0.00119384902349822
"FAM107B",2659.25429211755,-0.612223081110123,0.139659287912242,-4.38369041015608,1.16685566958125e-05,0.0012925317638296
"COL6A1",1784.09479742295,-0.878310366582919,0.200540588362526,-4.37971372156922,1.18835322155134e-05,0.00130564271837763
"LOC105376863",99.2938401522411,1.79155140769061,0.41044142613998,4.36493807298975,1.2715877689443e-05,0.00138582557334784
"DCBLD2",6396.13074815103,-0.799588538078181,0.183593166925233,-4.35521948593984,1.32933652163625e-05,0.00143717230027138
"H2BC5",536.842304620944,1.4460496711166,0.332557379087554,4.34827119182911,1.37214870098049e-05,0.00145658298845569
"DEPDC7",950.628152442226,0.886887723236463,0.20391163268639,4.3493728707497,1.36527402992524e-05,0.00145658298845569
"OAF",795.893122512591,0.679026804483739,0.156203007427164,4.3470789434087,1.37962574013859e-05,0.00145658298845569
"AJUBA",2074.43105564398,-0.594196795998114,0.137106980477346,-4.33381870076478,1.46544874584125e-05,0.00153519956211618
"KCNIP3",270.658035894397,-1.00237326457149,0.231756866811524,-4.32510707605774,1.52457789840499e-05,0.00157391942444398
"TBC1D17",1426.43437650673,-0.593958297689365,0.137333160029587,-4.32494451858096,1.52570256476366e-05,0.00157391942444398
"SORCS2",111.346533090618,1.69749199275043,0.393285049102132,4.31618744883843,1.5874718783968e-05,0.00161301465899657
"C6orf132",485.417540774236,-1.05948347137881,0.24545214126577,-4.31645642166806,1.58553965428004e-05,0.00161301465899657
"SLC2A3",60807.6170316158,-0.521431137504988,0.12087322125122,-4.31386813478942,1.60422654986163e-05,0.00161787444737538
