"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NOG",102.554007283049,-1.74447336689962,0.469200656532689,-3.71796872534445,0.000200831125513077,0.0133878711943822
"UPP1",916.724369338539,-1.60862684679025,0.43414989818718,-3.70523373034791,0.000211195891165761,0.0140055221159565
"SLC16A6",1673.48983035822,-0.652352664084808,0.176560842368873,-3.69477544019588,0.00022008120490713,0.0145293071688017
"CRY1",1475.5583111889,-0.576201807473388,0.156029517880407,-3.69290256933969,0.000221708981367194,0.0145714268914635
"ERVMER34-1",2853.54598972641,0.663782362701752,0.180113282202332,3.68536042753408,0.000228379211803433,0.0149431055829784
"SLC9A3-AS1",1096.36823718655,-0.999787015801311,0.271395295035614,-3.68387748089042,0.000229712686039213,0.0149638502826075
"NPHS1",94.4282392183755,-1.56382873417222,0.425840933367959,-3.67233070293164,0.000240348373656378,0.0155877037751947
"MUC13",97.9394011816222,1.62038549011133,0.441778945550905,3.66786490490327,0.000244584347577266,0.0157928542325987
"CD44",5631.91149457388,-0.420975040104524,0.114892102610427,-3.66409031203785,0.000248219197868203,0.0159575678210292
"LOC107986127",16.6622694177745,-2.83178733639608,0.773226033793141,-3.66230211171816,0.000249958827166781,0.0159995384936928
