"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger (GO:0007187)","1/65",0.4110971187871,0.493988635926734,0,0,1.91906055900621,1.70590243047314,"ANXA1"
"inorganic anion transmembrane transport (GO:0098661)","1/65",0.4110971187871,0.493988635926734,0,0,1.91906055900621,1.70590243047314,"ANO2"
"cellular response to nutrient levels (GO:0031669)","1/66",0.415882776368864,0.497930238132133,0,0,1.88944099378882,1.65770454381871,"INHBB"
"regulation of protein localization (GO:0032880)","1/66",0.415882776368864,0.497930238132133,0,0,1.88944099378882,1.65770454381871,"SLC26A4"
"ERBB signaling pathway (GO:0038127)","1/66",0.415882776368864,0.497930238132133,0,0,1.88944099378882,1.65770454381871,"REPS2"
"positive regulation of T cell proliferation (GO:0042102)","1/66",0.415882776368864,0.497930238132133,0,0,1.88944099378882,1.65770454381871,"ANXA1"
"anion transmembrane transport (GO:0098656)","1/67",0.420629781854761,0.501110050034713,0,0,1.86071899115377,1.611386758894,"SLC6A9"
"regulation of epidermal growth factor receptor signaling pathway (GO:0042058)","1/67",0.420629781854761,0.501110050034713,0,0,1.86071899115377,1.611386758894,"ZFYVE28"
"regulation of gene silencing by miRNA (GO:0060964)","1/67",0.420629781854761,0.501110050034713,0,0,1.86071899115377,1.611386758894,"ZFP36"
"positive regulation of catabolic process (GO:0009896)","1/67",0.420629781854761,0.501110050034713,0,0,1.86071899115377,1.611386758894,"TNFAIP3"
"vascular endothelial growth factor receptor signaling pathway (GO:0048010)","1/67",0.420629781854761,0.501110050034713,0,0,1.86071899115377,1.611386758894,"NCF2"
"glycerophospholipid biosynthetic process (GO:0046474)","2/177",0.42099570181942,0.501110050034713,0,0,1.4045,1.21507881367633,"ACHE;PLA2G4C"
